uniq_id;product_name;image;category_level_1;category_level_2;category_level_3;category_level_4;category_level_5;category_level_6;category_level_7;filtered_text;split
ce9207944cedeaa82e4ea6269586af2a;Indigocart Plain Double Dohar Grey;ce9207944cedeaa82e4ea6269586af2a.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;plain double dohar grey;train
22ea3b69860bc9a5e0c69b87db2dcdab;Prithish I'm A Mom. What'S Your Superpower? Red with Blue Bubbles Double Coloured Ceramic Mug;22ea3b69860bc9a5e0c69b87db2dcdab.jpg;Kitchen & Dining ; Coffee Mugs ; Prithish Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;prithish mom red blue bubble double coloured ceramic mug rs.225 online prithish mom red blue bubble double coloured ceramic mug best;train
f25d2701ff23f6749e8e69ca17987993;Netgear WN3000RP Universal Wi-Fi Range Extender;f25d2701ff23f6749e8e69ca17987993.jpg;Computers ; Network Components ; Routers ; Netgear Routers;Non spécifié;Non spécifié;Non spécifié;universal range extender;train
be0e65c6d8c2cc8cb913b36aa4168cf0;Lal Haveli Iron Wall Decorative Musician Showpiece  -  50.8 cm;be0e65c6d8c2cc8cb913b36aa4168cf0.jpg;Home Decor & Festive Needs ; Showpieces ; Ethnic ; Lal Haveli Ethnic;Non spécifié;Non spécifié;Non spécifié;lal haveli iron wall decorative musician showpiece online lal haveli iron wall decorative musician showpiece best;train
cf6a4daf0e795838061b0eb832bbc99d;FURNISHINGLAND Green Silk Carpet;cf6a4daf0e795838061b0eb832bbc99d.jpg;Home Furnishing ; Floor Coverings ; Carpets & Rugs ; FURNISHINGLAND Green Silk Carpet (60 cm  X 180 cm);Non spécifié;Non spécifié;Non spécifié;furnishingland green silk carpet pattern floral shape rectangle place use bedroom living room guest room style persian furnishingland green silk carpet 180 green persian silk carpet furnishingland give home look modern traditional style carpet soft touch made viscose must living room bed furnishingland green silk carpet 180 general shape rectangle brand furnishingland place use bedroom living room guest room design code type carpet material silk style persian style code pattern floral color green dimension length inch 180 width inch additional fabric care clean box number content sale package pack;train
2a20862f02555a44b0ab301bed987a0b;Netgear JWNR2010 N300 Wireless Router;2a20862f02555a44b0ab301bed987a0b.jpg;Computers ; Network Components ; Routers ; Netgear Routers;Non spécifié;Non spécifié;Non spécifié;wireless router;train
0d02f4703fde00645704e15bba23e77d;Rega IT Hp Pavilion DV6-6080SF DV6-6081EI 12 Cell 12 Cell Laptop Battery;0d02f4703fde00645704e15bba23e77d.jpg;Computers ; Laptop Accessories ; Batteries ; Rega IT Batteries;Non spécifié;Non spécifié;Non spécifié;rega pavilion cell cell laptop battery;train
fc59187b2e011cf098ce420a0ee02e10;Raymond Abstract Double Blanket Red;fc59187b2e011cf098ce420a0ee02e10.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;raymond abstract double blanket red;train
059bc43e03e1824a9ab6466e32e5f137;Maxima 05712LMLY Analog Watch  - For Women;059bc43e03e1824a9ab6466e32e5f137.jpg;Watches ; Wrist Watches ; Maxima Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;maximum analog watch woman maximum analog watch woman online india water resistant oval dial buckle clasp brass case brown strap great discount;train
caabe6014b914fe2874a9a8d7284f79b;Surface 180 Elephant Shape Handpainted Wooden Round Stool Showpiece  -  17.78 cm;caabe6014b914fe2874a9a8d7284f79b.jpg;Home Decor & Festive Needs ; Showpieces ; Ethnic ; Surface 180 Ethnic;Non spécifié;Non spécifié;Non spécifié;surface 180 elephant shape wooden round showpiece online surface 180 elephant shape wooden round showpiece best;train
6858fd9265d348803b18667fe43cd054;MB Cotton Set of Towels;6858fd9265d348803b18667fe43cd054.jpg;Home Furnishing ; Bath Linen ; Towels;Non spécifié;Non spécifié;Non spécifié;Non spécifié;cotton set towel;train
95feec21a9d076cff084159d61bf9b8e;Upside Down Sleeveless Applique Baby Girl's, Baby Boy's Jacket;95feec21a9d076cff084159d61bf9b8e.jpg;Baby Care ; Infant Wear ; Baby Boys' Clothes ; Winter & Seasonal Wear ; Jackets ; Upside Down Jackets ; Upside Down Sleeveless Applique Baby Girl's, Bab...;sleeveless baby girl baby boy general detail ideal baby girl baby boy pattern detail fabric cotton reversible closure button sleeve sleeveless lining cotton fabric care wash garment hand wash detergent tumble dry dry shade additional detail style code light pink face detail sleeveless box;train
873a955df5a2f677a41a7efc94060e41;L Oreal Eversleek Sulfate - Free Smoothing System Intense Smoothing Shampoo;873a955df5a2f677a41a7efc94060e41.jpg;Baby Care ; Baby Bath & Skin ; Baby Body Wash ; L Oreal Baby Body Wash ; L Oreal Eversleek Sulfate - Free Smoothing Syste...;Non spécifié;Non spécifié;sulfate smoothing system intense smoothing shampoo ideal boy girl skin type skin type form liquid sulfate smoothing system intense smoothing shampoo 250 sulfate silicon smoothing shampoo gently clean smoothing natural botanical oil hour texture leaf hair beautifully sulfate smoothing system intense smoothing shampoo 250 body wash essential form liquid skin type skin type ideal boy girl general trait brand quantity 250 model name sulfate smoothing system intense smoothing shampoo box smoothing shampoo;train
4f8f64f93f789af51bb07296639acbd2;Oxyglow Saffron with vitamin-E Gold Massage Cream & Almond Under Eye Repair Care;4f8f64f93f789af51bb07296639acbd2.jpg;Beauty and Personal Care ; Combos and Kits ; Oxyglow Combos and Kits;Non spécifié;Non spécifié;Non spécifié;Non spécifié;oxyglow vitamin gold massage cream almond eye repair care online oxyglow vitamin gold massage cream almond eye repair care best;train
7616c21074fe889defce033dcd0d7cb6;Now Q710-SOS07 NOW Analog Watch  - For Girls;7616c21074fe889defce033dcd0d7cb6.jpg;Watches ; Wrist Watches ; Now Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;analog watch girl analog watch girl online india great discount;train
526cb1e7675adb39a1ea68f1f2a3fd59;Durga Home Trendz Cotton Hand Towel;526cb1e7675adb39a1ea68f1f2a3fd59.jpg;Home Furnishing ; Bath Linen ; Towels;Non spécifié;Non spécifié;Non spécifié;Non spécifié;home cotton hand towel hand towel yellow 250 100 cotton yellow hand towel easy use soft 100 cotton yellow hand towel easy use soft;train
9f76aaed44b540869da862c5dd4b266f;Lal Haveli Rajasthani Handcrafted Decorative Showpiece Statue Musicians Showpiece  -  17.18 cm;9f76aaed44b540869da862c5dd4b266f.jpg;Home Decor & Festive Needs ; Showpieces ; Ethnic ; Lal Haveli Ethnic;Non spécifié;Non spécifié;Non spécifié;lal haveli rajasthani handcrafted decorative showpiece statue musician showpiece online lal haveli rajasthani handcrafted decorative showpiece statue musician showpiece best;train
88ca277594f22bb7494f2d0bbc51f8ba;HP Pavilion DV7t-6100 Series 6 Cell Laptop Battery;88ca277594f22bb7494f2d0bbc51f8ba.jpg;Computers ; Laptop Accessories ; Batteries ; HP Batteries;Non spécifié;Non spécifié;Non spécifié;pavilion series cell laptop battery 0.0;train
a541b3aba326d7749b4c086c3cea9273;Relaxfeel Floral Single Dohar White;a541b3aba326d7749b4c086c3cea9273.jpg;Baby Care ; Baby Bedding ; Baby Blankets ; Relaxfeel Baby Blankets ; Relaxfeel Floral Single Dohar White (AC Dohar);Non spécifié;Non spécifié;floral single dohar white pack color white height floral single dohar white dohar 499 good collection good summer winter well high quality extremely soft warm perfect use give elegant look easy carry travelling easy storage season used room floral single dohar white dohar general brand type dohar hand washable yes model single dohar color white design floral machine washable yes suitable room inner material model name single dohar ideal baby boy baby girl outer material size single dimension weight length inch width inch depth box number content sale package;train
f2658bad8c2b7d5b08984c6ac34267f7;Prime Printed 8 Seater Table Cover;f2658bad8c2b7d5b08984c6ac34267f7.jpg;Home Furnishing ; Kitchen & Dining Linen ; Table Covers ; Prime Printed 8 Seater Table Cover (Multicolor, ...;Non spécifié;Non spécifié;Non spécifié;prime printed seater table cover length inch 228 width inch 152 prime printed seater table cover multicolor pvc 899 prime dining table cover printed seater prime printed seater table cover multicolor pvc box number content sale package pack general brand prime type table cover model name material pvc model color multicolor dimension weight 550 length inch 228 width inch 152 capacity seater;train
73901494efea71869576898c68b5eee4;Ville Style Polyester Maroon Floral Eyelet Door Curtain;73901494efea71869576898c68b5eee4.jpg;Home Furnishing ; Curtains & Accessories ; Curtains ; Ville Style Polyester Maroon Floral Eyelet Door ...;Non spécifié;Non spécifié;Non spécifié;style polyester maroon floral eyelet door curtain height width 122 style polyester maroon floral eyelet door curtain height single curtain 399 elegant design curtain premium quality fabric beautiful printed pattern give unique appearance finish curtain come standard width curtain put take traditional style polyester maroon floral eyelet door curtain height single curtain convenience reversible general brand style designed door type eyelet model name floral model color maroon dimension length additional wash care machine wash warm water body design lining material polyester box number content sale package pack sale package single curtain;train
e2cec0756030a25f294ead3acc0570d2;ESIDON AKADA06 Analog Watch  - For Women;e2cec0756030a25f294ead3acc0570d2.jpg;Watches ; Wrist Watches ; ESIDON Wrist Watches ; ESIDON AKADA06 Analog Watch  - For Women;Non spécifié;Non spécifié;Non spécifié;analog watch woman general type analog style code ideal woman occasion party wedding warranty month body dial shape round strap color gold dial color white;train
54749618b728306f9b3dc518dec315ee;Petrol PCWBL68 Analog Watch  - For Men;54749618b728306f9b3dc518dec315ee.jpg;Watches ; Wrist Watches ; Petrol Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;analog watch men analog watch men online rs.999 india round dial black strap water resistant stainless steel back case great discount;train
5518124b75d6c6dfee4c2e4c0cfa716a;Simoco 7 W, 9 W, 12 W LED Bulb;5518124b75d6c6dfee4c2e4c0cfa716a.jpg;Kitchen & Dining ; Lighting ; Bulbs ; Simoco Bulbs;Non spécifié;Non spécifié;Non spécifié;led bulb online led bulb best;train
614dbfa2f42c4684c0bb6152091113a6;Prithish Independence Day Design 7 Ceramic Mug;614dbfa2f42c4684c0bb6152091113a6.jpg;Kitchen & Dining ; Coffee Mugs ; Prithish Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;prithish design ceramic mug rs.225 online prithish design ceramic mug best;train
44b963eb856b4831dfdd21b666593c95;Lapguard Lenovo IdeaPad V470 6 Cell Laptop Battery;44b963eb856b4831dfdd21b666593c95.jpg;Computers ; Laptop Accessories ; Batteries ; Lapguard Batteries;Non spécifié;Non spécifié;Non spécifié;lapguard cell laptop battery 1,799 compatible mentioned model lapguard battery made high grade cell highest quality part lapguard brand battery 100 percent comparable original battery term including size appearance important quality lapguard laptop battery pas strict quality control procedure including filtration safety testing voltage capacity battery core body battery also pass necessary authentication certification like rohs etc leaving factory rest assured quality durability performance please note image indicative actual label may vary battery part model may printed label compatible mentioned model lapguard battery made high grade cell highest quality part lapguard brand battery 100 percent comparable original battery term including size appearance important quality lapguard laptop battery pas strict quality control procedure including filtration safety testing voltage capacity battery core body battery also pass necessary authentication certification like rohs etc leaving factory rest assured quality durability performance please note image indicative actual label may vary battery part model may printed label;train
e86daf9ebcdfc5c5dd088cdb7f8f8db6;Epresent Mfan 1 Fan USB USB Fan;e86daf9ebcdfc5c5dd088cdb7f8f8db6.jpg;Computers ; Laptop Accessories ; USB Gadgets ; Epresent USB Gadgets;Non spécifié;Non spécifié;Non spécifié;fan usb usb fan online fan usb usb fan best;train
456ec612b30d4b091639843cdb66bf54;SSCP Pine Oil;456ec612b30d4b091639843cdb66bf54.jpg;Beauty and Personal Care ; Bath and Spa ; Body and Essential Oils ; SSCP Body and Essential Oils;Non spécifié;Non spécifié;Non spécifié;oil oil useful physical effect area great room used cut warming property help help case cold oil useful physical effect area great room used cut warming property help help case cold;train
00cbbc837d340fa163d11e169fbdb952;Flazee Home Trends Beige 144.78 cm Table Runner;00cbbc837d340fa163d11e169fbdb952.jpg;Home Furnishing ; Kitchen & Dining Linen ; Table Runners;Non spécifié;Non spécifié;Non spécifié;Non spécifié;home trend beige table runner 399;train
66d91765da568f133f040b951f25e702;Anjalika Brass Laddu Gopal Showpiece  -  6 cm;66d91765da568f133f040b951f25e702.jpg;Home Decor & Festive Needs ; Table Decor & Handicrafts ; Showpieces ; Religious Idols ; Anjalika Religious Idols;Non spécifié;Non spécifié;brass showpiece online brass showpiece best;train
70d571a25d37e16d5d5f4e94faccf454;Hargunz Polyester Brown, White Motif Eyelet Long Door Curtain;70d571a25d37e16d5d5f4e94faccf454.jpg;Home Furnishing ; Curtains & Accessories ; Curtains;Non spécifié;Non spécifié;Non spécifié;Non spécifié;polyester brown white eyelet long door curtain height pack eyelet style metal ring anti anti color 100 polyester quality fabric well color pattern elegant design eyelet style metal ring anti anti color 100 polyester quality fabric well color pattern elegant design;train
08e8af585235d7403ca2b7b56a51a6d4;Onlinemaniya Abstract Single Quilts & Comforters Multicolor;08e8af585235d7403ca2b7b56a51a6d4.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;abstract single quilt comforter multicolor;train
40efb9474b44fba54b5d2a8df121d727;Sonata 7007YL08 Watch;40efb9474b44fba54b5d2a8df121d727.jpg;Watches ; Wrist Watches ; Sonata Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;sonata watch sonata watch online india great discount;train
5531b9f454e2d75cfe00c3f795e06de5;Rockmantra Vintage Mini Leafs Ceramic Mug;5531b9f454e2d75cfe00c3f795e06de5.jpg;Kitchen & Dining ; Coffee Mugs ; Rockmantra Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;rockmantra vintage mini leaf ceramic mug 5.5 199 give thrilling yet fresh start exclusive creation rockmantra mug porcelain crafting ensuring design stay permanent year come making perfect pick gift loved one dishwasher microwave safe detail material ceramic size 3.5 give thrilling yet fresh start exclusive creation rockmantra mug porcelain crafting ensuring design stay permanent year come making perfect pick gift loved one dishwasher microwave safe detail material ceramic size 3.5;train
